12011    05,19,22,29,30|02,04    2012-02-01
12010    25,26,29,32,34|05,07    2012-01-30
12009    06,14,20,29,35|09,10    2012-01-21
12008    06,08,30,31,32|01,11    2012-01-18
12007    04,05,13,17,25|07,10    2012-01-16
12006    03,20,22,25,27|01,09    2012-01-14
12005    01,02,29,31,33|07,12    2012-01-11
12004    10,11,22,31,32|06,07    2012-01-09
12003    16,22,24,33,34|03,10    2012-01-07
12002    03,11,14,26,29|07,08    2012-01-04
12001    07,27,28,32,33|01,12    2012-01-02
