09091    01,05,17,32,34|03,07    2009-08-08
09090    18,25,30,33,34|04,10    2009-08-05
09089    03,06,11,19,27|02,07    2009-08-03
09088    13,16,27,32,34|03,09    2009-08-01
09087    10,24,28,30,33|01,10    2009-07-29
09086    01,02,07,26,29|10,12    2009-07-27
09085    06,13,27,33,34|09,12    2009-07-25
09084    05,09,19,26,35|02,10    2009-07-22
09083    02,05,28,34,35|01,07    2009-07-20
09082    05,11,26,29,32|08,11    2009-07-18
09081    02,15,20,25,33|03,06    2009-07-15
09080    07,16,19,29,35|02,11    2009-07-13
09079    01,02,07,13,34|04,10    2009-07-11
09078    11,23,26,31,34|05,11    2009-07-08
09077    07,20,28,32,34|06,08    2009-07-06
09076    03,09,11,18,24|04,05    2009-07-04
09075    01,07,11,32,33|09,11    2009-07-01
09074    15,17,19,23,32|01,11    2009-06-29
09073    01,10,19,21,30|01,04    2009-06-27
09072    23,26,29,32,33|05,10    2009-06-24
09071    04,20,29,30,33|02,11    2009-06-22
09070    10,21,24,30,31|03,10    2009-06-20
09069    14,16,27,30,33|08,12    2009-06-17
09068    02,12,15,20,28|01,12    2009-06-15
09067    03,06,25,28,32|02,05    2009-06-13
09066    01,08,19,24,31|06,12    2009-06-10
09065    01,12,24,27,32|02,11    2009-06-08
09064    06,10,11,17,34|11,12    2009-06-06
09063    05,06,18,21,22|01,07    2009-06-03
09062    04,22,23,29,31|05,11    2009-06-01
09061    02,10,21,26,34|02,10    2009-05-30
09060    18,28,29,30,31|04,08    2009-05-27
09059    02,13,14,29,33|04,11    2009-05-25
09058    08,10,14,27,32|02,07    2009-05-23
09057    06,15,22,27,30|02,09    2009-05-20
09056    04,13,17,32,35|03,06    2009-05-18
09055    05,08,14,23,24|05,06    2009-05-16
09054    02,12,19,29,30|07,12    2009-05-13
09053    05,09,24,31,33|05,06    2009-05-11
09052    23,24,30,34,35|01,03    2009-05-09
09051    03,11,22,26,29|05,12    2009-05-06
09050    05,15,28,32,33|08,09    2009-05-04
09049    05,16,28,29,34|11,12    2009-05-02
09048    05,06,22,25,27|11,12    2009-04-29
09047    13,18,21,24,29|03,06    2009-04-27
09046    01,09,24,34,35|04,09    2009-04-25
09045    01,09,14,24,35|06,09    2009-04-22
09044    01,07,18,29,34|03,09    2009-04-20
09043    05,21,22,32,35|02,05    2009-04-18
09042    11,24,25,26,31|02,07    2009-04-15
09041    05,09,20,23,29|04,10    2009-04-13
09040    03,16,30,32,33|01,10    2009-04-11
09039    01,03,07,10,33|03,04    2009-04-08
09038    06,17,20,29,32|04,05    2009-04-06
09037    17,18,19,25,31|01,11    2009-04-04
09036    02,12,26,31,33|09,10    2009-04-01
09035    03,07,09,28,33|03,08    2009-03-30
09034    05,19,31,32,35|04,09    2009-03-28
09033    02,08,18,21,32|08,11    2009-03-25
09032    04,12,20,26,29|06,10    2009-03-23
09031    07,11,19,21,22|01,11    2009-03-21
09030    01,07,27,30,32|01,04    2009-03-18
09029    03,04,13,17,24|04,11    2009-03-16
09028    06,20,30,32,35|09,11    2009-03-14
09027    03,22,26,33,34|09,10    2009-03-11
09026    24,30,31,32,34|10,12    2009-03-09
09025    03,17,22,23,33|04,10    2009-03-07
09024    29,31,32,33,35|10,11    2009-03-04
09023    15,17,21,27,33|07,11    2009-03-02
09022    12,14,17,34,35|04,11    2009-02-28
09021    01,15,31,32,34|03,08    2009-02-25
09020    05,16,18,32,35|02,11    2009-02-23
09019    04,29,31,32,35|04,10    2009-02-21
09018    01,06,13,28,29|03,09    2009-02-18
09017    05,11,23,26,33|04,12    2009-02-16
09016    10,11,20,26,27|09,11    2009-02-14
09015    01,05,10,16,27|03,04    2009-02-11
09014    08,14,15,25,26|07,09    2009-02-09
09013    05,24,26,30,35|05,12    2009-02-07
09012    02,05,20,25,31|10,12    2009-02-04
09011    02,11,13,14,21|02,04    2009-02-02
09010    02,09,12,21,29|07,11    2009-01-24
09009    12,18,23,26,32|06,09    2009-01-21
09008    04,17,21,29,31|02,12    2009-01-19
09007    06,14,15,29,35|06,11    2009-01-17
09006    02,04,22,31,35|09,12    2009-01-14
09005    10,11,15,31,32|05,08    2009-01-12
09004    01,03,22,32,35|06,10    2009-01-10
09003    16,18,23,30,32|02,11    2009-01-07
09002    01,04,07,12,30|05,10    2009-01-05
09001    01,15,23,27,30|04,10    2009-01-03
